YEAR,MONTH,DAY,LATITUDE,LONGITUDE,OBSERVATION COUNT,IBA CODE,BCR CODE,USFWS CODE,DURATION MINUTES,COUNT
2017,1,1,28.0,-97.0,11,0,1,0,147.0,1.0
2017,1,1,28.0,-83.0,49,1,12,0,945.0,12.0
2017,1,1,28.0,-82.0,66,2,18,0,1412.0,18.0
2017,1,1,28.0,-81.0,21,1,4,0,590.0,5.0
2017,1,1,29.0,-97.0,20,0,1,0,600.0,1.0
2017,1,1,29.0,-96.0,115,5,22,0,4418.0,22.0
2017,1,1,29.0,-91.0,2,0,1,0,80.0,1.0
2017,1,1,29.0,-85.0,43,0,0,0,238.0,3.0
2017,1,1,29.0,-83.0,41,2,12,0,1298.0,12.0
2017,1,1,29.0,-82.0,9,0,4,0,235.0,5.0
2017,1,1,30.0,-97.0,1,0,1,0,90.0,1.0
2017,1,1,30.0,-96.0,48,0,5,0,648.0,5.0
2017,1,1,30.0,-95.0,2,0,1,0,90.0,1.0
2017,1,1,30.0,-94.0,105,0,3,0,645.0,3.0
2017,1,1,30.0,-93.0,5,0,2,0,155.0,2.0
2017,1,1,30.0,-91.0,4,0,2,0,286.0,2.0
2017,1,1,30.0,-90.0,8,0,3,1,240.0,3.0
2017,1,1,30.0,-89.0,33,0,2,0,55.0,2.0
2017,1,1,30.0,-88.0,13,0,7,0,572.0,7.0
2017,1,1,30.0,-86.0,3,0,1,0,240.0,1.0
2017,1,1,30.0,-85.0,69,2,13,1,1409.0,13.0
2017,1,1,30.0,-84.0,92,0,3,0,390.0,3.0
2017,1,1,30.0,-83.0,3,1,1,1,57.0,1.0
2017,1,1,30.0,-82.0,25,0,10,0,915.0,10.0
2017,1,1,31.0,-95.0,77,0,3,0,160.0,3.0
2017,1,1,31.0,-90.0,13,0,1,0,105.0,1.0
2017,1,1,31.0,-82.0,48,0,9,0,841.0,9.0
2017,1,1,32.0,-97.0,66,0,13,0,3125.0,13.0
2017,1,1,32.0,-96.0,11,0,3,0,210.0,3.0
2017,1,1,32.0,-95.0,4,0,3,0,69.0,3.0
2017,1,1,32.0,-94.0,12,0,3,0,235.0,3.0
2017,1,1,32.0,-93.0,14,0,3,0,242.0,3.0
2017,1,1,32.0,-91.0,1,0,1,0,79.0,1.0
2017,1,1,32.0,-88.0,4,0,1,0,120.0,1.0
2017,1,1,32.0,-86.0,9,1,5,0,113.0,5.0
2017,1,1,32.0,-84.0,7,0,2,0,152.0,2.0
2017,1,1,32.0,-81.0,100,3,10,1,2714.0,10.0
2017,1,1,32.0,-80.0,6,0,1,0,95.0,1.0
2017,1,1,33.0,-97.0,37,0,10,2,1044.0,10.0
2017,1,1,33.0,-96.0,2,0,1,0,150.0,1.0
2017,1,1,33.0,-95.0,5,0,1,0,90.0,1.0
2017,1,1,33.0,-89.0,2,1,1,1,65.0,1.0
2017,1,1,33.0,-88.0,1,0,1,0,5.0,1.0
2017,1,1,33.0,-87.0,4,0,1,0,210.0,1.0
2017,1,1,33.0,-86.0,3,0,1,0,13.0,1.0
2017,1,1,33.0,-85.0,81,0,21,0,1413.0,21.0
2017,1,1,33.0,-84.0,55,0,3,0,511.0,3.0
2017,1,1,33.0,-83.0,3,0,3,0,128.0,3.0
2017,1,1,33.0,-82.0,19,0,5,0,419.0,5.0
2017,1,1,33.0,-81.0,8,2,2,1,285.0,2.0
2017,1,1,33.0,-80.0,38,1,4,0,685.0,4.0
2017,1,1,33.0,-79.0,7,0,1,0,180.0,1.0
2017,1,1,33.0,-78.0,6,0,1,0,306.0,1.0
2017,1,1,34.0,-97.0,4,0,1,0,195.0,1.0
2017,1,1,34.0,-96.0,2,0,1,0,120.0,1.0
2017,1,1,34.0,-95.0,23,0,1,0,149.0,1.0
2017,1,1,34.0,-93.0,37,0,3,0,244.0,3.0
2017,1,1,34.0,-89.0,4,0,1,0,35.0,1.0
2017,1,1,34.0,-88.0,1,0,1,0,90.0,1.0
2017,1,1,34.0,-87.0,16,1,5,1,508.0,5.0
2017,1,1,34.0,-86.0,6,0,2,0,540.0,2.0
